Factor1,Factor2
17.352016,1.5231243
17.398594,2.4254363
17.355885,1.154866
17.947872,1.8508941
17.111578,1.511639
17.660292,2.5095034
17.785482,2.2418902
17.865707,2.205875
17.829077,2.1790152
17.336649,2.1934197
17.48222,1.7314026
17.44581,2.2876627
17.802618,2.1349247
17.320976,1.1656778
17.482351,1.1819842
17.156956,1.619496
17.54496,2.286851
17.411268,2.689637
17.280598,2.7416487
17.047523,2.5612948
17.574278,1.9848628
17.018002,1.8242929
16.638287,1.6492991
17.179226,2.205485
17.235992,1.3010994
17.779783,2.2820172
17.717628,1.6870873
16.963198,1.5485244
17.577162,1.7243944
17.841293,2.46675
17.271732,2.19025
17.363884,2.5783396
17.212734,1.7940353
16.972078,2.3233187
17.16567,1.5077157
17.357946,2.334551
17.408312,2.6928012
17.09227,2.3718145
17.40961,2.4322622
16.899712,2.5268567
17.583654,1.7375712
17.266687,2.1458883
17.264402,2.415936
17.312584,1.20261
17.51971,2.0109015
17.20211,2.0880075
17.092196,1.3875988
17.572678,1.7600191
17.316916,1.5869644
17.051212,2.045707
17.06685,2.1306264
17.71386,1.87886
17.104813,1.9064226
17.444757,2.6247234
17.487438,1.50342
17.145714,2.6215732
17.14776,1.6299593
17.650316,1.7622796
17.476765,1.9282986
17.285503,2.3738806
17.36533,1.858641
17.43391,1.9481173
17.02928,1.9343591
9.809368,8.239065
9.959965,8.016018
9.329943,7.795806
9.992495,8.30699
10.144358,8.441171
9.606407,8.29677
9.832929,8.134981
9.846084,8.604882
9.189844,7.869488
9.987297,7.9109898
9.443132,8.009005
10.134311,8.133607
10.189992,8.386116
10.137417,8.241815
9.9137335,7.8705
9.672327,8.138613
9.227484,7.8901606
17.500101,2.4692178
17.157173,2.5880263
17.631144,2.0243528
17.28734,2.7082381
17.450386,2.23186
17.4186,1.8874824
17.167236,1.4220443
17.47977,1.9844984
17.129017,2.516553
17.46492,1.9497826
17.36698,1.0670743
17.536684,1.9832425
17.101295,2.5897274
17.45154,1.9912279
17.698956,2.2738867
16.966518,1.8673939
17.008604,2.039763
17.41638,1.6925125
17.460684,1.0426695
17.082285,2.0358372
17.247555,2.5748847
17.599545,2.5858767
16.966303,2.0591273
17.503256,1.7984936
17.865742,1.9741687
17.416836,1.8233334
17.138348,2.5207322
17.62492,2.2769883
17.251202,1.1129676
17.162209,2.2504942
17.488651,1.6858758
17.516005,2.1695685
17.231886,2.1114771
16.956114,2.2017803
10.10911,8.231184
10.187035,8.433263
9.670095,8.155995
10.244468,8.214545
9.783328,7.9319353
10.25088,8.524909
10.138258,8.611781
9.53463,8.107528
9.4575615,8.096162
9.56748,8.087445
9.676351,8.207466
9.18635,7.7545834
9.8061495,8.632858
10.028392,8.173229
9.955656,8.059777
9.8538265,8.237899
9.976845,8.0189085
10.022627,8.47851
10.06827,8.216798
10.315243,8.39714
9.898251,8.607876
9.945359,8.388728
9.976595,8.546147
9.622001,8.07903
9.8991785,8.683339
9.709473,8.225659
9.492706,7.959153
9.40147,7.895181
9.267349,7.992898
10.081698,8.385321
10.014991,8.088571
9.980733,7.8103156
10.087969,8.316953
9.37926,8.001546
10.104688,8.246806
10.018932,8.417444
10.006446,8.448102
10.286974,8.478762
9.830178,8.053293
10.100265,8.284286
10.036982,7.9626193
9.722253,7.6926894
9.386215,7.847289
9.702866,7.8477917
9.804383,7.7568345
9.413774,7.900094
10.02259,7.895853
9.784889,8.320795
9.23594,7.7940893
10.008682,7.9160914
9.716372,8.017707
9.148328,7.815341
10.268692,8.136804
10.084644,8.057568
9.171862,7.780127
9.833809,7.9565654
9.496445,8.24642
9.751135,8.541594
9.32084,7.937113
9.879337,8.317192
9.544899,8.193012
9.3313875,7.87752
9.689473,8.20882
9.759665,7.79036
10.422582,8.366382
9.367617,7.8424854
9.431691,8.112063
10.329336,8.42274
9.598045,8.08767
9.838844,8.111423
10.199966,8.286506
9.94899,8.018384
9.549052,8.055745
10.338342,8.481325
10.236298,8.296163
10.00049,7.8655167
9.800672,8.060224
10.248864,8.466475
9.8936405,8.285284
10.018602,7.979474
9.64162,8.215478
9.542616,8.184342
9.223241,7.872712
9.947326,7.804208
10.391613,8.39243
10.006309,8.436885
9.879089,8.084474
-7.7584586,10.50482
-7.7308846,10.461816
-7.8038144,10.554417
-6.9395576,10.776894
-6.9701805,10.908224
-7.016978,10.9180975
-7.5405126,10.020636
-7.3392553,9.856197
-7.5568457,9.818421
-7.7810626,10.191002
-7.6578135,10.591595
-7.803319,10.421406
-7.13114,10.381549
-7.194962,10.41546
-7.280271,10.33014
-7.9122386,10.124907
-7.919159,10.161142
-8.021407,10.161449
-7.2728047,9.556103
-7.396064,9.520159
-7.3332257,9.506688
-7.312389,9.896014
-7.0954666,10.588133
-7.256944,10.547635
-7.1792336,10.550638
-7.051578,10.123806
-7.316255,10.386246
-7.763077,9.954124
-7.7302127,10.032708
-7.8758464,10.082483
-7.3209434,9.716123
-7.3911414,9.882599
-7.3935614,9.823725
-7.7211576,10.591024
-7.795564,10.419583
-7.823576,10.50149
-7.688123,9.73719
-7.73521,9.927044
-7.7551994,9.833448
-6.9207797,9.943732
-7.261471,9.862079
-7.2089,10.005159
-7.0279336,9.563968
-7.648353,10.033413
-7.594335,9.891995
-7.6379447,10.530788
-7.5869236,9.972079
-7.703398,10.392725
-7.6188116,9.772928
-5.421892,9.546578
-5.4114814,9.633271
-5.4492226,9.586898
-7.6922426,9.673883
-5.456298,9.5828705
-5.421505,9.560872
-7.652965,9.772308
-5.4831085,9.596765
-7.2156816,10.038903
-7.07988,10.0817585
-7.176658,10.011798
-7.2779493,10.1838665
-7.2197556,10.120928
-7.2781754,9.973548
-7.513414,9.973593
-7.657998,10.017647
-7.7119904,10.029302
-7.791204,10.207223
-6.8122535,10.434839
-7.4531407,10.22254
-2.744364,-11.501895
-2.8135126,-11.5708475
-2.8013716,-10.620033
-3.0098112,-10.937589
-2.9871225,-10.810913
-6.9495106,10.679939
-6.844016,10.170472
-6.913942,10.278068
-6.963916,9.197903
-6.975593,9.900338
-7.024738,9.455146
-7.6438894,10.2899685
-7.6580305,10.454496
-7.778673,10.44816
-6.043515,10.139146
-5.0724664,10.090881
-5.0585876,10.0868845
-6.1622605,10.177045
-5.0507617,10.089077
-5.042239,10.0992
-6.4189305,10.331758
-6.0441904,10.16884
-6.0952053,10.1691885
-7.1882887,10.0650015
-7.111224,9.876584
-6.955757,9.889015
-7.053256,8.832735
-7.5157804,9.662022
-7.253162,9.263523
-7.417656,9.407125
-7.1785583,9.359187
-7.3036966,9.358853
-7.3392625,9.92744
-6.896923,9.4508505
-7.388905,10.013587
-6.0199933,10.152454
-6.6429496,10.198546
-6.064207,10.146782
-7.14401,9.567902
-7.2601047,9.538143
-7.163069,9.478204
-7.643918,10.469499
-7.8049984,10.384043
-7.7388296,10.551552
-7.104814,9.494903
-7.3205314,9.80008
-7.3091707,9.5595045
-6.594839,10.311225
-7.59378,10.299646
-7.61367,10.393286
-6.9060483,10.454083
-7.1063657,10.118037
-7.1226053,10.142613
-7.540168,10.101467
-7.1380444,10.27622
-7.2461677,10.182881
-6.7700796,9.697674
-6.7069,9.649092
-6.7426033,9.7374935
-6.0921006,10.170572
-5.0648,10.092799
-5.0959535,10.105149
-2.9301593,-10.247213
-2.7741823,-10.196219
-2.9870646,-10.346009
-2.9777467,-10.955264
-2.8952205,-10.983937
-3.0035248,-11.014661
-6.6949954,10.952624
-6.744582,10.844724
-6.7184315,10.868752
-6.665819,10.687486
-6.7608852,10.550208
-6.6743693,10.621374
-8.45632,9.982901
-8.471193,9.982818
-8.520598,9.975101
-7.0016046,10.636577
-7.0209126,10.923288
-7.0817614,10.766394
-6.7539134,10.672488
-6.7053227,10.830822
-6.7142715,10.806604
-6.7606854,10.704897
-6.7897654,10.568214
-6.8378053,10.5502615
-6.860745,10.744705
-6.862887,10.807454
-6.757509,10.901634
-6.845171,10.765594
-6.743242,10.729004
-6.7601166,10.812857
-6.8473043,10.795956
-6.840772,10.702841
-6.887581,10.653325
-6.724056,10.590773
-7.0209813,10.770333
-6.950857,10.537039
-7.6948895,10.187008
-8.4614725,9.984329
-8.535613,9.977973
-6.9723,11.054757
-6.839029,11.148124
-6.9661727,11.135555
-6.9167805,11.273783
-6.8031955,10.961778
-6.909885,11.191529
-6.927746,11.219372
-6.980706,11.080548
-7.0024,11.216136
-6.7826405,11.033419
-7.005804,11.093794
-6.948647,11.118628
-2.6298335,-11.402353
-2.6582828,-11.318694
-2.6039014,-11.415761
-2.5296583,-10.720004
-2.6210325,-11.014954
-2.4941244,-11.32993
-2.55,-11.382164
-2.467251,-11.33374
-2.494579,-11.387284
-2.3972385,-10.960315
-2.4375107,-11.168765
-2.8301857,-11.241493
-2.508262,-10.61283
-5.312135,15.164701
-5.324488,15.441152
-5.3250546,15.319399
-5.3062434,15.389837
-5.4652,15.292471
-5.1007648,14.932939
-5.298697,15.176028
-5.3524685,15.147809
-5.4761176,14.976296
-5.419733,15.300772
-4.954152,14.773549
-5.568115,15.281058
-4.935021,14.651585
-5.2771964,15.492436
-5.4080286,15.172354
-2.6384156,-11.163112
-2.6631794,-11.145685
-2.5729675,-10.096124
-2.499965,-10.499852
