Factor1,Factor2
15.242661,-1.6644595
14.4084635,-0.9971039
15.231066,-1.5846633
15.064356,-1.3797736
14.904431,-1.4202532
14.576149,-1.203475
14.804189,-1.2695534
14.829419,-0.982996
14.876352,-0.9763859
14.625633,-1.5852393
14.969699,-1.6618612
14.562118,-1.4018881
14.892356,-0.9046376
15.160578,-1.6789501
15.386788,-1.5524364
15.134623,-1.8208832
14.642155,-1.0426018
14.378576,-1.0753452
14.234827,-1.1383071
14.233303,-1.3665121
14.752486,-1.1687975
14.6235075,-1.6822981
14.864667,-1.8941182
14.469948,-1.6720518
15.175348,-1.5561628
14.81619,-0.8096022
15.042325,-1.6858629
14.942365,-1.7877536
15.102162,-1.8197075
14.544266,-0.88498795
14.452653,-1.4153954
14.494075,-1.0630952
14.794189,-1.2655675
14.362968,-1.5563592
14.918129,-1.4848918
14.424268,-0.9807242
14.367817,-0.95752907
14.342264,-1.4057033
14.495444,-1.4533383
14.247975,-1.4735981
14.984136,-1.145652
14.611737,-1.1712242
14.508377,-1.3311785
15.415553,-1.6256893
14.887086,-1.4184283
14.639645,-1.1225792
15.148312,-1.6894135
15.109887,-1.7167995
14.846871,-1.3671075
14.573074,-1.1579735
14.610191,-1.2800463
14.888428,-0.93711996
14.8538265,-1.4615791
14.37247,-1.1881796
15.034143,-1.5748482
14.211061,-1.2604117
14.78218,-1.4137393
15.099428,-1.6654636
14.883618,-1.1596626
14.430163,-1.5495429
14.845152,-1.2184097
14.688658,-1.1169118
14.646592,-1.5480075
14.110135,7.901465
13.963682,7.838643
14.286198,8.266073
13.845999,7.6318107
13.722566,7.527199
14.213153,7.8280597
13.938276,7.764868
13.888643,7.283
14.300808,8.244995
13.734247,7.693804
14.14441,8.127366
13.765249,7.8574266
13.711206,7.724
13.752307,7.6883626
13.942711,7.9034395
14.08237,7.9768353
14.3122,8.208296
14.558607,-1.1393502
14.326178,-1.2452667
14.943109,-1.0988932
14.286899,-1.0627984
14.694107,-1.1211152
14.8642025,-1.1134089
15.177736,-1.7587916
14.499972,-1.1764458
14.258431,-1.4223294
14.758991,-1.0693854
15.529258,-1.7176849
14.751586,-1.3387
14.220339,-1.5225278
14.754149,-1.4597934
14.910564,-0.9616472
14.303336,-1.5089334
14.367766,-1.4691448
14.877108,-1.102094
15.469331,-1.425787
14.52503,-1.4399738
14.263958,-1.2825184
14.377316,-0.9331573
14.599801,-1.3476517
14.950004,-1.2540599
14.847861,-0.8244338
14.915791,-1.3934088
14.265874,-1.4565529
14.58298,-0.8410529
15.108156,-1.7390323
14.521639,-1.2795037
14.994386,-1.5668707
14.58374,-1.2734554
14.5521965,-1.4908953
14.465998,-0.9944345
13.973177,7.5651827
13.5396805,7.5112557
14.107813,7.9626637
13.908042,7.744813
14.054238,8.0348015
13.541052,7.563918
13.654102,7.5134726
14.119629,8.059996
14.173594,7.8595867
14.165896,8.062135
14.181615,7.8546243
14.305448,8.274616
13.890003,7.2890716
13.881142,7.667811
13.914772,7.7522287
13.897721,7.513793
13.948155,7.829621
13.742508,7.6083984
13.71374,7.701542
13.548525,7.578041
13.886613,7.2694316
13.844121,7.4416733
13.849254,7.3558173
14.177009,8.007338
13.904133,7.2951045
14.181712,7.911674
14.180423,8.128697
14.251368,8.19159
14.234895,8.146479
13.743457,7.6359253
13.938325,7.6191707
14.038362,7.9336176
13.77522,7.6693807
14.205445,8.030818
13.88373,7.631757
13.903794,7.4397206
13.84597,7.4686174
13.558048,7.552475
13.925379,7.769125
13.840943,7.7069306
13.977621,7.824631
13.992138,7.9570985
14.172979,8.123188
13.956205,7.9683795
13.959716,7.9259486
14.17172,8.035729
13.907244,7.9296093
13.955339,7.5978417
14.322781,8.297367
13.900533,7.8156056
14.070279,8.068518
14.300594,8.251635
13.603401,7.5960197
14.01568,7.882084
14.307297,8.267026
14.005006,7.9272766
14.146771,7.807428
13.904075,7.328915
14.272947,8.205984
13.831062,7.581379
14.18691,7.9805765
14.20116,8.16816
14.056232,7.7699885
13.953794,7.9614005
13.549342,7.5644193
14.208537,8.129274
14.1584635,7.822316
13.506701,7.577565
14.096033,8.004256
13.994915,7.787002
13.571446,7.682502
13.921695,7.792482
14.121925,7.8832107
13.507445,7.5476985
13.6064625,7.6248264
13.943611,7.9441175
14.165545,7.99758
13.519373,7.5573816
13.916017,7.4728966
13.956864,7.827185
14.058844,7.8569403
14.126136,7.7972593
14.27657,8.213238
13.933965,7.9780827
13.524932,7.558417
13.864093,7.5403266
14.111751,7.9145746
7.012278,-6.802186
7.0130553,-6.83803
7.034711,-6.7757545
5.6970687,-7.0043197
5.616939,-7.0786505
5.6334677,-7.0133915
6.641364,-6.9834533
6.5925503,-6.995718
6.582579,-6.9954076
7.2173443,-7.193651
7.063283,-7.0339065
7.170576,-7.084869
6.309547,-6.9908614
6.280635,-7.00313
6.2909026,-6.9604187
7.2606983,-7.1742997
7.184943,-7.1548924
7.2349534,-7.164496
6.95465,-7.6570873
6.9740434,-7.626318
6.9669685,-7.6724005
6.5708156,-7.3827896
6.4174843,-6.950377
6.4105053,-7.018863
6.38679,-7.0438175
6.4250126,-7.2664185
6.411021,-7.088652
6.533608,-6.7776957
6.5220003,-6.743442
6.536502,-6.745556
6.691465,-7.2098846
6.7131953,-7.1156697
6.753878,-7.1863747
7.13372,-6.8737783
7.0683174,-6.8017
7.0950913,-6.841824
6.7354293,-7.0368953
6.711895,-7.010231
6.694402,-7.0172997
6.4273458,-7.626571
6.5955,-7.271461
6.543536,-7.480858
6.640127,-7.8309827
6.8866096,-7.128764
6.8880854,-7.205041
7.022982,-6.9117985
6.9027944,-7.239343
6.94945,-7.034798
6.8679566,-7.363893
-0.9040102,-15.790622
-0.90397817,-15.790586
-0.90402097,-15.790644
6.8736396,-7.432488
-0.90399593,-15.790635
-0.9040006,-15.790604
6.884943,-7.3060803
-0.9039963,-15.790551
6.429245,-7.1243277
6.345109,-7.2298746
6.411011,-7.1473026
6.653308,-7.3985276
6.544463,-7.405587
6.6499987,-7.394692
6.6519065,-6.9338717
6.7192354,-7.0154834
6.7146816,-6.930855
7.180959,-7.235286
5.9166965,-7.410139
7.042228,-7.3176007
-3.487685,11.23676
-3.5007572,11.248831
-2.7297907,10.824592
-2.69323,10.974696
-2.663353,10.91001
5.942029,-7.3289313
6.550772,-7.5409617
6.3538184,-7.5834103
6.6759806,-8.151296
6.509761,-7.847764
6.6438375,-8.088058
7.0221624,-6.915131
7.070925,-6.887728
7.033451,-6.897443
-6.3064957,10.165867
6.5438666,2.1617496
6.5438695,2.1617098
-6.3049026,10.165136
6.5437727,2.1616461
6.54376,2.1616602
6.0553617,-7.409259
-6.3065557,10.165818
-6.3058496,10.165015
6.4725184,-7.4489274
6.572815,-7.5323267
6.5284796,-7.545322
6.978582,-8.344128
6.8796663,-7.558287
6.8865757,-7.901709
6.8375154,-7.284873
6.7597575,-7.308291
6.7846975,-7.3456564
6.756186,-7.53249
6.6504974,-8.077073
6.690467,-7.5782156
-6.3056316,10.165505
6.3693504,-7.3794713
-6.304875,10.165249
6.7247467,-7.914669
6.785219,-7.761587
6.769595,-7.927674
6.8128095,-6.8796983
6.935854,-6.8845077
6.9308014,-6.842187
6.83539,-7.910957
6.769292,-7.605239
6.879816,-7.7263937
6.076963,-7.660361
6.8916354,-7.0681543
6.916215,-6.9413586
6.1353135,-7.3924494
6.3078527,-7.243642
6.261049,-7.262232
6.8666625,-7.1320796
6.352277,-7.2106037
6.437064,-7.2495785
6.550272,-7.968327
6.539216,-7.972231
6.536043,-7.9568043
-6.304968,10.164972
6.5437183,2.1618478
6.5439935,2.1612847
-2.6174786,10.160698
-2.6484733,10.20798
-2.6185951,10.176817
