Factor1,Factor2
12.917649,-8.06938
12.199711,-6.8277855
13.706689,-7.3889356
12.729504,-8.175884
13.5351,-7.1797123
12.69062,-7.257199
13.701629,-6.993836
13.691293,-6.872186
13.280968,-7.7096667
13.480638,-6.927962
11.967486,-7.9904685
11.830315,-6.1285157
12.846741,-6.485066
13.113217,-7.9869533
13.4385,-7.58705
12.147712,-7.1884403
13.491471,-7.5529766
12.7646,-6.7973423
12.934814,-6.8986917
12.348976,-7.975474
13.291421,-7.688798
13.017287,-7.9063983
13.453554,-6.839323
12.334103,-7.7253957
13.37213,-7.1961184
12.834456,-8.011572
13.005831,-6.606666
13.026896,-7.976973
13.157106,-7.0566816
12.487747,-7.5069084
13.312383,-6.9027085
12.572871,-6.937729
13.578334,-7.5784526
12.998263,-7.0567985
13.620466,-7.6159706
11.967642,-7.1792045
13.257906,-6.288012
13.618015,-7.1360793
11.853689,-7.1028504
11.87841,-7.444935
13.279679,-7.414723
11.976022,-6.728501
11.661897,-7.4152207
13.069808,-8.254818
12.873089,-8.045051
13.026289,-7.5293713
13.182307,-7.1540074
12.272301,-7.6826615
13.77522,-6.728203
12.517965,-7.8085604
12.357837,-7.3915405
12.784618,-6.676061
11.602306,-7.126835
13.192419,-7.0353284
13.125444,-8.123533
13.732746,-6.955558
12.215352,-6.9710984
11.863588,-7.765357
11.550885,-6.718793
12.217831,-7.180814
13.545566,-7.3851237
11.739179,-7.406786
12.652577,-8.152967
9.0582905,-10.340776
9.280483,-10.150044
9.922318,-9.993738
9.246425,-10.120924
8.903118,-10.559301
9.356047,-10.192
9.001469,-10.302355
9.175848,-10.548107
9.420787,-10.302575
9.352393,-10.458005
9.189609,-10.30498
8.831264,-10.520964
8.974768,-10.334949
9.13985,-10.666545
9.639844,-10.119384
9.051757,-10.360935
9.598832,-10.261722
13.56444,-7.687846
12.308705,-7.676217
11.552411,-6.865434
12.031756,-7.8962793
12.712001,-6.5115376
12.088832,-5.9178834
12.887826,-6.892837
13.558868,-6.850509
13.167277,-7.0043077
13.2774,-7.8713236
12.752466,-8.0868225
13.412022,-7.5262957
12.679956,-7.758159
13.279622,-6.786006
13.163319,-7.7799616
13.151761,-7.019284
13.0168085,-6.534407
12.85297,-7.8705726
12.466327,-7.6390204
12.066413,-8.011043
13.214743,-7.864328
12.266462,-7.1072435
12.374309,-6.3756285
13.417977,-7.531048
12.173722,-6.8729544
13.648291,-7.466564
12.023079,-7.082111
12.359552,-6.6405888
12.711527,-8.171602
13.184746,-6.9348927
13.269157,-7.7908854
11.8903055,-7.751777
12.779346,-8.1147
11.774824,-7.623219
9.174304,-10.303816
8.681818,-10.28901
9.680962,-10.295802
8.983854,-10.561046
9.619491,-10.202601
8.7528305,-10.454847
8.71849,-10.524026
9.545806,-10.342588
9.962106,-10.169854
10.124684,-10.021783
9.25337,-10.600849
10.100853,-9.857625
9.1447115,-10.693119
9.3144655,-10.305093
9.110164,-10.410445
9.422815,-10.089105
9.3443775,-9.948755
8.78119,-10.420984
8.999983,-10.371593
8.64154,-10.189555
9.082522,-10.177786
9.151595,-10.454047
9.166734,-10.126767
10.075389,-9.89182
9.135663,-10.621678
9.502351,-10.464004
9.737974,-10.266511
9.511992,-9.985129
9.82071,-9.864514
9.216421,-10.348158
9.249859,-10.330434
10.015338,-10.096165
9.054479,-10.560627
9.624831,-10.234729
9.264285,-10.290034
9.273578,-10.226989
9.192869,-10.4435425
8.872692,-10.457977
9.480818,-10.264178
8.735088,-10.217099
9.85441,-9.884907
9.855137,-9.915286
9.495207,-10.590405
9.895866,-10.065269
9.45666,-10.054902
9.92653,-10.1508255
9.4865675,-10.173994
9.02447,-10.352898
10.018062,-10.026459
9.392992,-10.07212
8.979184,-10.28184
9.549155,-10.194825
8.893984,-10.402607
8.957917,-10.331474
9.908207,-10.100839
9.402786,-10.312123
9.710632,-10.045133
9.102788,-10.480003
12.748397,-7.9508724
9.665692,-10.272157
9.402064,-10.297655
9.864791,-10.025284
9.426558,-10.212055
9.072725,-10.56428
8.833013,-10.597315
9.583163,-10.020681
9.81735,-10.096952
8.644229,-10.338713
9.245481,-10.393322
9.221576,-10.266612
9.046859,-10.405155
9.205915,-10.214563
8.931256,-10.398839
8.938502,-10.389709
8.71404,-10.348955
8.788293,-10.172555
9.884699,-9.878734
8.738821,-10.3347435
9.24443,-10.419266
9.929352,-10.117061
9.571096,-10.426177
9.605839,-10.010963
10.322924,-9.787327
9.889477,-9.986838
9.008281,-10.605336
9.296532,-10.561852
9.93239,-9.891897
-0.91549885,10.950013
-1.0403721,10.666167
-0.9545406,10.970501
-0.9680731,12.666559
0.018136952,12.272507
-0.50685227,12.941315
-1.0533819,11.911119
-0.9270381,12.862071
-0.5075803,12.274753
-1.1121502,11.067766
-0.8955315,11.102666
-0.24137639,12.109037
-0.5191755,12.193549
-1.1661851,11.229323
-1.1918467,11.905188
-0.49149567,11.122308
-1.1512483,12.237449
-0.9945428,11.843538
-0.93642527,10.908044
-0.25335014,11.658222
-0.74049133,10.862244
-0.9864437,11.731762
-1.769698,11.3200035
-1.3397874,11.199538
-0.4772723,11.179048
-1.07389,11.543179
-0.82947963,11.2864
-1.4370207,11.289731
-1.0918927,12.393422
-0.96267873,11.430233
-0.5599691,11.155679
-1.0832514,12.452062
-0.85896957,12.151033
-0.009162265,12.499646
-1.0515171,10.652352
-1.1903412,11.463165
-1.2242755,10.903975
-1.193172,12.005005
-0.75208366,11.032271
-0.12856251,11.330516
-0.47583643,11.1083975
-0.24090487,11.214046
-1.659927,10.929202
-1.0565294,10.768506
-1.2737876,11.241169
-0.92553943,11.494356
-1.9205594,11.85391
-1.2374966,12.292687
-0.43127188,11.558332
-0.44064817,12.187352
-0.36233062,11.838863
-0.36674714,12.2141285
-0.20533733,11.895365
-0.37289935,12.243322
-0.61298436,12.086957
-0.94659424,12.563787
-0.90711814,11.608931
-0.0423964,12.896567
-1.252387,11.456825
-1.1517527,11.659841
-0.6740518,11.623725
-1.0326966,11.674796
-0.48287666,11.697746
-1.3538791,12.057932
-0.38024524,11.106207
-0.5543917,11.171989
-0.8153408,11.441671
-1.0451074,12.715786
-0.9590757,11.300539
13.140814,2.9826243
13.953406,1.9916401
11.931713,4.7100816
13.544516,2.4629412
12.507782,3.7144651
-0.81706995,12.049003
-0.5117179,11.027908
-1.0668963,11.515318
-1.0697294,12.323773
-0.38693178,11.417507
-0.9948721,12.251986
-0.30263487,11.12134
-0.4455397,11.289329
-0.35812747,11.1573715
-0.37892172,11.747655
-0.6625713,11.168503
-0.43730906,11.624297
-1.3706609,11.579866
-1.141605,10.948452
-1.035502,11.017738
-0.3643219,12.466369
-0.31255376,11.645097
-0.19455485,12.030032
-1.0944762,10.615172
