Factor1,Factor2
14.925463,-8.083791
14.2098875,-7.1459827
15.37534,-7.573165
14.821152,-8.160316
15.424176,-7.503974
14.810819,-7.4850755
15.551842,-7.4320073
15.503344,-7.3128867
15.249172,-7.907329
15.375028,-7.1272125
14.156136,-7.965999
13.976338,-6.467381
14.736636,-6.7561336
15.089602,-7.9890018
15.2318945,-7.6953955
14.213893,-7.427385
15.251208,-7.700987
14.798574,-6.9285865
14.898035,-7.2221484
14.392434,-7.929726
15.36269,-7.9110727
14.735834,-7.9139366
15.29992,-6.9688926
14.46595,-7.8288713
15.214078,-7.2939234
14.964632,-7.988896
14.967622,-7.142295
15.113661,-8.105225
15.099766,-7.418539
14.5324135,-7.6384335
15.26077,-7.0972395
14.535526,-7.2130823
15.308321,-7.733856
14.8364105,-7.158098
15.335357,-7.6730576
14.020732,-7.3423285
15.251603,-6.5953593
15.504236,-7.4815717
14.052298,-7.2555265
14.184547,-7.6447463
15.075233,-7.4409213
14.070308,-7.0483775
14.0184,-7.548242
15.060762,-8.245367
14.927723,-8.291176
14.8667555,-7.6084824
15.173983,-7.5465384
14.399781,-7.822056
15.492083,-7.0938234
14.63744,-7.8894434
14.448246,-7.6050177
14.818671,-6.8688135
14.009036,-7.5053487
15.150621,-7.25416
14.931161,-8.124774
15.524911,-7.3324256
14.267862,-7.280775
14.073119,-7.878605
13.9077,-7.0906544
14.270996,-7.2116723
15.397457,-7.7710433
13.992765,-7.586828
14.819194,-8.199011
12.861169,-13.222196
13.10667,-13.03437
12.8499365,-12.59549
13.02463,-12.993459
12.9367485,-13.29342
13.097567,-12.873509
13.105743,-13.034699
13.146538,-13.124155
13.185456,-12.913199
13.148031,-13.0317545
13.1130295,-13.01842
13.140094,-13.279
12.923819,-13.237406
13.110112,-13.111784
13.120981,-12.719048
12.982171,-13.121297
13.087203,-12.686389
15.278755,-7.7073655
14.482014,-7.8242044
13.913558,-7.1273103
14.178863,-7.9192233
14.75594,-6.7685575
14.210116,-6.4145055
14.901119,-7.029696
15.3791485,-7.1756573
14.992156,-7.2571106
14.931629,-7.859677
14.772327,-8.110434
15.130393,-7.6039715
14.656842,-7.866114
15.235054,-6.932913
15.269107,-7.981132
15.057084,-7.335787
14.845219,-7.178278
14.995599,-7.9863343
14.587922,-7.734311
14.222799,-7.9980006
15.078623,-7.8536544
14.347245,-7.400639
14.454158,-6.7493906
15.198916,-7.5835066
14.295393,-7.116791
15.299349,-7.6165047
14.113219,-7.2965097
14.35368,-7.0233097
14.871884,-8.231927
15.117023,-7.0454726
15.085107,-7.7627993
14.094418,-7.850225
14.835569,-8.197975
14.06872,-7.743369
13.004193,-13.145865
13.069241,-13.358495
13.022444,-12.666771
13.155071,-13.185254
12.863687,-12.813713
13.100074,-13.275009
13.108442,-13.266094
12.754021,-13.045576
12.97293,-12.564848
13.076883,-12.416269
13.118696,-13.068234
12.919571,-12.496781
13.120327,-13.144844
12.82901,-13.125269
12.91468,-13.130954
12.968814,-12.867447
12.975631,-12.906148
13.054376,-13.263388
13.1054125,-13.079463
13.044768,-13.30729
13.1336565,-13.003292
13.169658,-13.075266
13.144991,-12.915958
13.086311,-12.405838
13.103301,-13.1232195
12.837303,-13.043139
13.061382,-12.626394
12.958897,-12.823591
12.860084,-12.622342
12.78727,-13.1063175
12.944463,-13.118473
12.969429,-12.601177
13.046496,-13.21923
12.877142,-12.9079485
12.82189,-13.091056
12.843159,-13.043032
13.020225,-13.11759
12.914479,-13.255093
12.8733425,-13.024777
13.0676775,-13.372424
12.858446,-12.622533
13.061758,-12.536007
12.926126,-13.060061
12.847525,-12.654263
12.868131,-12.797123
13.00471,-12.567523
12.873195,-12.98553
12.955315,-13.215364
12.910424,-12.534355
13.021162,-12.857399
12.984511,-13.21052
