Factor1,Factor2
-0.82267404,6.2664456
-0.6715828,7.0112123
-0.7935088,6.077105
-0.57282114,6.657758
-1.0405905,6.384708
-0.523476,7.0181017
-0.5031782,6.912872
-0.41894305,6.831443
-0.32823488,6.8053584
-0.8213236,6.797871
-0.7932546,6.558901
-0.7732277,6.9255147
-0.33835217,6.76934
-0.75352496,6.070801
-0.69302875,6.161816
-1.0660517,6.4965153
-0.49688137,6.9450307
-0.775457,7.205923
-0.75528544,7.1863856
-0.9461122,7.1020565
-0.7264836,6.76107
-1.0961463,6.656008
-1.3570205,6.5093536
-0.9580383,7.0490537
-0.73067784,6.1880054
-0.3039875,6.9096518
-0.6036628,6.4830165
-1.138173,6.3772035
-0.7767554,6.455301
-0.38399377,7.006629
-0.8838749,6.9332423
-0.4928976,7.131814
-0.808909,6.6014867
-1.0273753,7.0531774
-1.0204315,6.367895
-0.58814764,7.0480056
-0.65738064,7.190161
-0.9232918,6.9722013
-0.7461469,7.015805
-1.0520334,7.04154
-0.48005977,6.5675964
-0.6982055,6.79217
-0.8568678,6.957109
-0.7519537,6.1235747
-0.71862847,6.7026777
-0.6635562,6.826861
-0.9453053,6.2789416
-0.7685686,6.4806724
-0.8866694,6.4849644
-0.96280324,6.8758245
-0.802572,6.816212
-0.37101632,6.6206284
-0.99084264,6.660623
-0.6909677,7.174229
-0.8352603,6.3678412
-0.7665395,7.113045
-0.6674189,6.424678
-0.7363766,6.56572
-0.66920775,6.554778
-0.89871526,7.037975
-1.0704738,6.567027
-0.6598057,6.6177177
-1.170209,6.6793547
13.276331,6.0640264
13.445563,5.9844675
13.483927,6.4926896
13.3429575,5.917491
13.133405,5.870757
13.279066,6.2288175
13.353721,6.0479226
13.092191,6.040137
13.439462,6.569974
13.449575,5.838136
13.432542,6.385397
13.291512,5.9652114
13.24641,5.8162837
13.27922,5.8342566
13.469654,5.924572
13.420446,6.2738905
13.378538,6.459156
-0.5703323,7.0916758
-0.7793954,7.0849433
-0.4081368,6.6873903
-0.69560415,7.2987733
-0.50266993,6.8389697
-0.6499456,6.546382
-1.0064052,6.4007773
-0.6082309,6.675599
-0.95431536,6.9764447
-0.46334633,6.6304927
-0.73251355,6.009417
-0.7277478,6.814067
-1.0993812,7.072135
-0.8112205,6.7665315
-0.4139994,6.847874
-1.1157795,6.577607
-1.0649116,6.711672
-0.70776343,6.453235
-0.6989414,6.066585
-0.8702801,6.736511
-0.82591254,7.05442
-0.53309107,7.143796
-1.1038967,6.741843
-0.57142216,6.6428447
-0.31031382,6.7769394
-0.69520855,6.5986767
-0.86159784,6.9895577
-0.4663199,6.909396
-0.85023797,6.091887
-0.8449929,6.888983
-0.8807888,6.4191136
-0.73842686,6.7914944
-1.0328774,6.7712507
-1.0496842,6.920238
13.278549,5.9817595
13.110942,5.8181148
13.3676405,6.2038555
13.383346,5.8618603
13.483419,6.163453
13.10661,5.828917
13.159271,5.8502765
13.445485,6.279203
13.345744,6.3715224
13.4741535,6.397402
13.354539,6.2443104
13.480546,6.542599
13.076186,6.08117
13.322471,5.927672
13.340791,6.005583
13.285684,6.026078
13.505677,5.9211307
13.189229,5.9495525
13.278391,5.9356656
13.123018,5.767679
13.074409,6.051571
13.231293,5.996855
13.166087,5.9859548
13.355225,6.3333025
13.102753,6.046013
13.369163,6.1586823
13.431097,6.382777
13.433473,6.4003725
13.416069,6.4749002
13.252728,5.900476
13.343015,5.9981413
13.568131,6.0045
13.339346,5.870036
13.373056,6.319399
13.320058,5.847673
13.180356,5.970843
13.172216,5.9202375
13.112961,5.813019
13.3232,6.028849
13.243971,5.865917
13.519127,5.9285316
13.536719,6.195165
13.405209,6.4006586
13.524495,6.232724
13.531722,6.162303
13.357725,6.349393
13.481962,6.000915
13.211711,6.115701
13.5157,6.5756555
13.522366,5.9221573
13.436252,6.296189
13.45261,6.5257463
13.274277,5.831924
13.427318,5.908203
13.472202,6.525652
13.447929,6.0984683
13.2641,6.2693186
