Factor1,Factor2
-2.6670063,-0.338364
-1.9496694,-0.39340007
-2.8240912,-0.2866962
-2.1986575,-0.17127447
-2.6024344,-0.6092811
-1.9845521,-0.25001177
-1.9764794,-0.25633162
-2.2672462,-0.30347687
-2.2735076,-0.101349935
-2.0188732,-0.59661406
-2.4777875,-0.307141
-2.1344328,-0.5568308
-2.2065105,-0.062163487
-2.694826,-0.25516185
-2.7334545,-0.21611048
-2.6434808,-0.566667
-2.007315,-0.5205207
-1.8183652,-0.44852653
-1.8193613,-0.5877085
-1.9738797,-0.8056732
-2.2130258,-0.36007428
-2.451108,-0.6556092
-2.733305,-0.8366413
-2.0756283,-0.71187
-2.8094304,-0.26279372
-2.145822,-0.1273163
-2.4757679,-0.22893193
-2.7653122,-0.6135231
-2.4815044,-0.29002574
-2.026396,-0.28417462
-2.1327214,-0.47312182
-1.954027,-0.24137753
-2.329159,-0.4569777
-2.0649948,-0.716302
-2.6853368,-0.4968299
-2.1025019,-0.31490427
-1.8645049,-0.47709742
-2.08566,-0.7595332
-2.0430148,-0.6007135
-2.1122363,-0.7913103
-2.3295975,-0.10318883
-2.2124496,-0.41448382
-1.9088948,-0.6365935
-2.7570305,-0.23255716
-2.2521915,-0.3608855
-2.2846153,-0.51766336
-2.7443037,-0.53643185
-2.4669917,-0.33817095
-2.5147383,-0.43063846
-2.2217765,-0.72798175
-2.1900601,-0.65135217
-2.3451324,-0.03392548
-2.4565945,-0.7519464
-1.8157812,-0.532631
-2.5241363,-0.28660032
-1.9182268,-0.57730454
-2.5595973,-0.4302654
-2.195685,-0.3471163
-2.2884297,-0.3053412
-2.0594473,-0.6781636
-2.6168594,-0.63104725
-2.3230512,-0.29026917
-2.4918942,-0.5702454
-15.155322,2.0557265
-15.178337,1.7611892
-14.747101,1.7333876
-15.295944,1.9684045
-15.329135,2.04458
-14.924368,1.9268376
-15.18839,1.9577718
-15.213421,2.1239297
-14.6107855,1.6863544
-15.189624,1.7391015
-14.872062,1.8286314
-15.148377,1.8893884
-15.277162,2.0038812
-15.268042,2.023227
-15.1219635,1.8065505
-14.925336,1.821456
